"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"3224","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2391  >  80 [SYN] Seq=0 Win=512 Len=0","2391","80"
"3225","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2200 [SYN, ACK] Seq=0 Ack=3488618513 Win=29200 Len=0 MSS=1460","80","2200"
"3226","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2200  >  80 [RST] Seq=3488618513 Win=0 Len=0","2200","80"
"3227","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2392  >  80 [SYN] Seq=0 Win=512 Len=0","2392","80"
"3228","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2393  >  80 [SYN] Seq=0 Win=512 Len=0","2393","80"
"3229","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2394  >  80 [SYN] Seq=0 Win=512 Len=0","2394","80"
"3230","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 3225#1] 80  >  2200 [ACK] Seq=1 Ack=3488618513 Win=29200 Len=0","80","2200"
"3231","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2395  >  80 [SYN] Seq=0 Win=512 Len=0","2395","80"
"3232","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2202 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2202"
"3233","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2203 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2203"
"3234","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2200  >  80 [RST] Seq=3488618513 Win=0 Len=0","2200","80"
"3235","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2204 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2204"
"3236","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2202  >  80 [RST] Seq=1 Win=0 Len=0","2202","80"
"3237","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2205 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2205"
"3238","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2206 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2206"
"3239","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2207 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2207"
"3240","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2203  >  80 [RST] Seq=1 Win=0 Len=0","2203","80"
"3241","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2204  >  80 [RST] Seq=1 Win=0 Len=0","2204","80"
"3242","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2208 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2208"
"3243","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2205  >  80 [RST] Seq=1 Win=0 Len=0","2205","80"
"3244","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2206  >  80 [RST] Seq=1 Win=0 Len=0","2206","80"
"3245","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2209 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2209"
"3246","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2210 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2210"
"3247","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","80  >  2211 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2211"
"3248","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2207  >  80 [RST] Seq=1 Win=0 Len=0","2207","80"
"3249","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2208  >  80 [RST] Seq=1 Win=0 Len=0","2208","80"
"3250","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2209  >  80 [RST] Seq=1 Win=0 Len=0","2209","80"
"3251","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2210  >  80 [RST] Seq=1 Win=0 Len=0","2210","80"
"3252","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 2395  >  80 [SYN] Seq=0 Win=512 Len=0","2395","80"
"3253","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2396  >  80 [SYN] Seq=0 Win=512 Len=0","2396","80"
"3254","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2397  >  80 [SYN] Seq=0 Win=512 Len=0","2397","80"
"3255","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2211  >  80 [RST] Seq=1 Win=0 Len=0","2211","80"
"3256","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2398  >  80 [SYN] Seq=0 Win=512 Len=0","2398","80"
"3257","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2400  >  80 [SYN] Seq=0 Win=512 Len=0","2400","80"
"3258","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2401  >  80 [SYN] Seq=0 Win=512 Len=0","2401","80"
"3259","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2402  >  80 [SYN] Seq=0 Win=512 Len=0","2402","80"
"3260","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2403  >  80 [SYN] Seq=0 Win=512 Len=0","2403","80"
"3261","1595013268.756","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  2212 [SYN, ACK] Seq=0 Ack=141500100 Win=29200 Len=0 MSS=1460","80","2212"
"3262","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2212  >  80 [RST] Seq=141500100 Win=0 Len=0","2212","80"
"3263","1595013268.756","192.168.56.105","192.168.56.104","TCP","54","2404  >  80 [SYN] Seq=0 Win=512 Len=0","2404","80"
"3264","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2405  >  80 [SYN] Seq=0 Win=512 Len=0","2405","80"
"3265","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2406  >  80 [SYN] Seq=0 Win=512 Len=0","2406","80"
"3266","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2407  >  80 [SYN] Seq=0 Win=512 Len=0","2407","80"
"3267","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2408  >  80 [SYN] Seq=0 Win=512 Len=0","2408","80"
"3268","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 3261#1] [TCP ACKed unseen segment] 80  >  2212 [ACK] Seq=1 Ack=141500100 Win=29200 Len=0","80","2212"
"3269","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2212  >  80 [RST] Seq=141500100 Win=0 Len=0","2212","80"
"3270","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2213 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2213"
"3271","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2213  >  80 [RST] Seq=1 Win=0 Len=0","2213","80"
"3272","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2409  >  80 [SYN] Seq=0 Win=512 Len=0","2409","80"
"3273","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2410  >  80 [SYN] Seq=0 Win=512 Len=0","2410","80"
"3274","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2411  >  80 [SYN] Seq=0 Win=512 Len=0","2411","80"
"3275","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2412  >  80 [SYN] Seq=0 Win=512 Len=0","2412","80"
"3276","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2413  >  80 [SYN] Seq=0 Win=512 Len=0","2413","80"
"3277","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2414  >  80 [SYN] Seq=0 Win=512 Len=0","2414","80"
"3278","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2415  >  80 [SYN] Seq=0 Win=512 Len=0","2415","80"
"3279","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2416  >  80 [SYN] Seq=0 Win=512 Len=0","2416","80"
"3280","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2417  >  80 [SYN] Seq=0 Win=512 Len=0","2417","80"
"3281","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2214 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2214"
"3282","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2418  >  80 [SYN] Seq=0 Win=512 Len=0","2418","80"
"3283","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2214  >  80 [RST] Seq=1 Win=0 Len=0","2214","80"
"3284","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 2418  >  80 [SYN] Seq=0 Win=512 Len=0","2418","80"
"3285","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2419  >  80 [SYN] Seq=0 Win=512 Len=0","2419","80"
"3286","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2215 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2215"
"3287","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2215  >  80 [RST] Seq=1 Win=0 Len=0","2215","80"
"3288","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2216 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2216"
"3289","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2216  >  80 [RST] Seq=1 Win=0 Len=0","2216","80"
"3290","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2218 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2218"
"3291","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2218  >  80 [RST] Seq=1 Win=0 Len=0","2218","80"
"3292","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2421  >  80 [SYN] Seq=0 Win=512 Len=0","2421","80"
"3293","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2422  >  80 [SYN] Seq=0 Win=512 Len=0","2422","80"
"3294","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2423  >  80 [SYN] Seq=0 Win=512 Len=0","2423","80"
"3295","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2424  >  80 [SYN] Seq=0 Win=512 Len=0","2424","80"
"3296","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2425  >  80 [SYN] Seq=0 Win=512 Len=0","2425","80"
"3297","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2219 [SYN, ACK] Seq=0 Ack=3443313084 Win=29200 Len=0 MSS=1460","80","2219"
"3298","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2426  >  80 [SYN] Seq=0 Win=512 Len=0","2426","80"
"3299","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 3297#1] 80  >  2219 [ACK] Seq=1 Ack=3443313084 Win=29200 Len=0","80","2219"
"3300","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2220 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2220"
"3301","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2222 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2222"
"3302","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2219  >  80 [RST] Seq=3443313084 Win=0 Len=0","2219","80"
"3303","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2219  >  80 [RST] Seq=3443313084 Win=0 Len=0","2219","80"
"3304","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2223 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2223"
"3305","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2220  >  80 [RST] Seq=1 Win=0 Len=0","2220","80"
"3306","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2224 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2224"
"3307","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2225 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2225"
"3308","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2222  >  80 [RST] Seq=1 Win=0 Len=0","2222","80"
"3309","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2226 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2226"
"3310","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2223  >  80 [RST] Seq=1 Win=0 Len=0","2223","80"
"3311","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2224  >  80 [RST] Seq=1 Win=0 Len=0","2224","80"
"3312","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2227 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2227"
"3313","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2228 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2228"
"3314","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2225  >  80 [RST] Seq=1 Win=0 Len=0","2225","80"
"3315","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2229 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2229"
"3316","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2226  >  80 [RST] Seq=1 Win=0 Len=0","2226","80"
"3317","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2227  >  80 [RST] Seq=1 Win=0 Len=0","2227","80"
"3318","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2230 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2230"
"3319","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2231 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2231"
"3320","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2228  >  80 [RST] Seq=1 Win=0 Len=0","2228","80"
"3321","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2229  >  80 [RST] Seq=1 Win=0 Len=0","2229","80"
"3322","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2230  >  80 [RST] Seq=1 Win=0 Len=0","2230","80"
"3323","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2232 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2232"
"3324","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2231  >  80 [RST] Seq=1 Win=0 Len=0","2231","80"
"3325","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2233 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2233"
"3326","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2234 [SYN, ACK] Seq=0 Ack=3452022857 Win=29200 Len=0 MSS=1460","80","2234"
"3327","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 3326#1] 80  >  2234 [ACK] Seq=1 Ack=3452022857 Win=29200 Len=0","80","2234"
"3328","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2232  >  80 [RST] Seq=1 Win=0 Len=0","2232","80"
"3329","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2235 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2235"
"3330","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2233  >  80 [RST] Seq=1 Win=0 Len=0","2233","80"
"3331","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2234  >  80 [RST] Seq=3452022857 Win=0 Len=0","2234","80"
"3332","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2236 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2236"
"3333","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2234  >  80 [RST] Seq=3452022857 Win=0 Len=0","2234","80"
"3334","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2238 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2238"
"3335","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2235  >  80 [RST] Seq=1 Win=0 Len=0","2235","80"
"3336","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2236  >  80 [RST] Seq=1 Win=0 Len=0","2236","80"
"3337","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","[TCP Port numbers reused] 2426  >  80 [SYN] Seq=0 Win=512 Len=0","2426","80"
"3338","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2427  >  80 [SYN] Seq=0 Win=512 Len=0","2427","80"
"3339","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2428  >  80 [SYN] Seq=0 Win=512 Len=0","2428","80"
"3340","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2429  >  80 [SYN] Seq=0 Win=512 Len=0","2429","80"
"3341","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2239 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2239"
"3342","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2240 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2240"
"3343","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2241 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2241"
"3344","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2242 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2242"
"3345","1595013268.757","192.168.56.104","192.168.56.105","TCP","60","80  >  2243 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2243"
"3346","1595013268.757","192.168.56.105","192.168.56.104","TCP","54","2238  >  80 [RST] Seq=1 Win=0 Len=0","2238","80"
"3347","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2244 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2244"
"3348","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2245 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2245"
"3349","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2239  >  80 [RST] Seq=1 Win=0 Len=0","2239","80"
"3350","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2240  >  80 [RST] Seq=1 Win=0 Len=0","2240","80"
"3351","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  2246 [SYN, ACK] Seq=0 Ack=598235190 Win=29200 Len=0 MSS=1460","80","2246"
"3352","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2241  >  80 [RST] Seq=1 Win=0 Len=0","2241","80"
"3353","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 3351#1] [TCP ACKed unseen segment] 80  >  2246 [ACK] Seq=1 Ack=598235190 Win=29200 Len=0","80","2246"
"3354","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2242  >  80 [RST] Seq=1 Win=0 Len=0","2242","80"
"3355","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2243  >  80 [RST] Seq=1 Win=0 Len=0","2243","80"
"3356","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2244  >  80 [RST] Seq=1 Win=0 Len=0","2244","80"
"3357","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2245  >  80 [RST] Seq=1 Win=0 Len=0","2245","80"
"3358","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2246  >  80 [RST] Seq=598235190 Win=0 Len=0","2246","80"
"3359","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2430  >  80 [SYN] Seq=0 Win=512 Len=0","2430","80"
"3360","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2431  >  80 [SYN] Seq=0 Win=512 Len=0","2431","80"
"3361","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2433  >  80 [SYN] Seq=0 Win=512 Len=0","2433","80"
"3362","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2246  >  80 [RST] Seq=598235190 Win=0 Len=0","2246","80"
"3363","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2434  >  80 [SYN] Seq=0 Win=512 Len=0","2434","80"
"3364","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2435  >  80 [SYN] Seq=0 Win=512 Len=0","2435","80"
"3365","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2436  >  80 [SYN] Seq=0 Win=512 Len=0","2436","80"
"3366","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2437  >  80 [SYN] Seq=0 Win=512 Len=0","2437","80"
"3367","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2247 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2247"
"3368","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2249 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2249"
"3369","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","[TCP ACKed unseen segment] 80  >  2250 [SYN, ACK] Seq=0 Ack=1177554728 Win=29200 Len=0 MSS=1460","80","2250"
"3370","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2247  >  80 [RST] Seq=1 Win=0 Len=0","2247","80"
"3371","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2249  >  80 [RST] Seq=1 Win=0 Len=0","2249","80"
"3372","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","[TCP Dup ACK 3369#1] [TCP ACKed unseen segment] 80  >  2250 [ACK] Seq=1 Ack=1177554728 Win=29200 Len=0","80","2250"
"3373","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2252 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2252"
"3374","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2253 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2253"
"3375","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2250  >  80 [RST] Seq=1177554728 Win=0 Len=0","2250","80"
"3376","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2250  >  80 [RST] Seq=1177554728 Win=0 Len=0","2250","80"
"3377","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2252  >  80 [RST] Seq=1 Win=0 Len=0","2252","80"
"3378","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2254 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2254"
"3379","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2255 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2255"
"3380","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2256 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2256"
"3381","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2253  >  80 [RST] Seq=1 Win=0 Len=0","2253","80"
"3382","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2254  >  80 [RST] Seq=1 Win=0 Len=0","2254","80"
"3383","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2257 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2257"
"3384","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2255  >  80 [RST] Seq=1 Win=0 Len=0","2255","80"
"3385","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2258 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2258"
"3386","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2259 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2259"
"3387","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2256  >  80 [RST] Seq=1 Win=0 Len=0","2256","80"
"3388","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2257  >  80 [RST] Seq=1 Win=0 Len=0","2257","80"
"3389","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2260 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2260"
"3390","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2258  >  80 [RST] Seq=1 Win=0 Len=0","2258","80"
"3391","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2261 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2261"
"3392","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2262 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2262"
"3393","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2259  >  80 [RST] Seq=1 Win=0 Len=0","2259","80"
"3394","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2260  >  80 [RST] Seq=1 Win=0 Len=0","2260","80"
"3395","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2263 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2263"
"3396","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2261  >  80 [RST] Seq=1 Win=0 Len=0","2261","80"
"3397","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2262  >  80 [RST] Seq=1 Win=0 Len=0","2262","80"
"3398","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2263  >  80 [RST] Seq=1 Win=0 Len=0","2263","80"
"3399","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2264 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2264"
"3400","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2265 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2265"
"3401","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2264  >  80 [RST] Seq=1 Win=0 Len=0","2264","80"
"3402","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2266 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2266"
"3403","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2265  >  80 [RST] Seq=1 Win=0 Len=0","2265","80"
"3404","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2267 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2267"
"3405","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2268 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2268"
"3406","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2266  >  80 [RST] Seq=1 Win=0 Len=0","2266","80"
"3407","1595013268.758","192.168.56.105","192.168.56.104","TCP","54","2267  >  80 [RST] Seq=1 Win=0 Len=0","2267","80"
"3408","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2269 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2269"
"3409","1595013268.758","192.168.56.104","192.168.56.105","TCP","60","80  >  2270 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460","80","2270"
