"No.","Time","Source","Destination","Protocol","Length","Info","Source Port","Dest Port"
"4795","1594609577.371766725","192.168.56.105","192.168.56.104","HTTP","460","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4796","1594609577.375555942","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1432382 Ack=101124 Win=185856 Len=1154 TSval=2232291 TSecr=3088723530 [TCP segment of a reassembled PDU]","80","35613"
"4797","1594609577.376864430","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4798","1594609577.376901421","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=101124 Ack=1433541 Win=791040 Len=0 TSval=3088723535 TSecr=2232291","35613","80"
"4799","1594609577.382891275","192.168.56.105","192.168.56.104","HTTP","460","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4800","1594609577.386269002","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1433541 Ack=101518 Win=185856 Len=1154 TSval=2232294 TSecr=3088723541 [TCP segment of a reassembled PDU]","80","35613"
"4801","1594609577.386513435","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4802","1594609577.386828202","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=101518 Ack=1434700 Win=793984 Len=0 TSval=3088723545 TSecr=2232294","35613","80"
"4803","1594609577.390335659","192.168.56.105","192.168.56.104","HTTP","459","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4804","1594609577.402695731","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=25993 Ack=1976 Win=37632 Len=1027 TSval=2232298 TSecr=3088723169 [TCP segment of a reassembled PDU]","80","39141"
"4805","1594609577.402721005","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=1976 Ack=27020 Win=64128 Len=0 TSval=3088723561 TSecr=2232298","39141","80"
"4806","1594609577.403396751","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4807","1594609577.403407808","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=1976 Ack=27025 Win=64128 Len=0 TSval=3088723562 TSecr=2232298","39141","80"
"4808","1594609577.404827030","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1434700 Ack=101911 Win=185856 Len=1154 TSval=2232299 TSecr=3088723549 [TCP segment of a reassembled PDU]","80","35613"
"4809","1594609577.405120429","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4810","1594609577.405564071","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=101911 Ack=1435859 Win=796928 Len=0 TSval=3088723564 TSecr=2232299","35613","80"
"4811","1594609577.411677683","192.168.56.105","192.168.56.104","HTTP","485","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4812","1594609577.411959869","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=27025 Ack=2395 Win=38656 Len=0 TSval=2232301 TSecr=3088723570","80","39141"
"4813","1594609577.412728133","192.168.56.105","192.168.56.104","HTTP","459","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4814","1594609577.425095404","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1435859 Ack=102304 Win=185856 Len=1154 TSval=2232304 TSecr=3088723571 [TCP segment of a reassembled PDU]","80","35613"
"4815","1594609577.425443789","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4816","1594609577.425858521","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=102304 Ack=1437018 Win=799744 Len=0 TSval=3088723584 TSecr=2232304","35613","80"
"4817","1594609577.430878708","192.168.56.105","192.168.56.104","HTTP","459","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4818","1594609577.434495688","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1437018 Ack=102697 Win=185856 Len=1154 TSval=2232306 TSecr=3088723589 [TCP segment of a reassembled PDU]","80","35613"
"4819","1594609577.434794189","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4820","1594609577.435213388","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=102697 Ack=1438177 Win=802688 Len=0 TSval=3088723594 TSecr=2232306","35613","80"
"4821","1594609577.444460421","192.168.56.105","192.168.56.104","HTTP","459","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4822","1594609577.450676124","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1438177 Ack=103090 Win=185856 Len=1154 TSval=2232310 TSecr=3088723603 [TCP segment of a reassembled PDU]","80","35613"
"4823","1594609577.451222261","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4824","1594609577.451270620","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=103090 Ack=1439336 Win=805504 Len=0 TSval=3088723610 TSecr=2232310","35613","80"
"4825","1594609577.455255950","192.168.56.105","192.168.56.104","HTTP","458","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4826","1594609577.472408806","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1439336 Ack=103482 Win=185856 Len=1154 TSval=2232316 TSecr=3088723614 [TCP segment of a reassembled PDU]","80","35613"
"4827","1594609577.472667308","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4828","1594609577.472938636","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=103482 Ack=1440495 Win=808448 Len=0 TSval=3088723631 TSecr=2232316","35613","80"
"4829","1594609577.475308682","192.168.56.105","192.168.56.104","HTTP","458","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4830","1594609577.479003706","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1440495 Ack=103874 Win=185856 Len=1154 TSval=2232317 TSecr=3088723634 [TCP segment of a reassembled PDU]","80","35613"
"4831","1594609577.479228649","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4832","1594609577.479612338","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=103874 Ack=1441654 Win=811392 Len=0 TSval=3088723638 TSecr=2232317","35613","80"
"4833","1594609577.484123829","192.168.56.105","192.168.56.104","HTTP","470","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4834","1594609577.488886794","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1441654 Ack=104278 Win=185856 Len=1091 TSval=2232320 TSecr=3088723643 [TCP segment of a reassembled PDU]","80","35613"
"4835","1594609577.489251286","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4836","1594609577.489546417","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=104278 Ack=1442750 Win=814208 Len=0 TSval=3088723648 TSecr=2232320","35613","80"
"4837","1594609577.493224420","192.168.56.105","192.168.56.104","HTTP","475","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4838","1594609577.506731326","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1442750 Ack=104687 Win=185856 Len=1091 TSval=2232324 TSecr=3088723652 [TCP segment of a reassembled PDU]","80","35613"
"4839","1594609577.508043576","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4840","1594609577.508134507","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=104687 Ack=1443846 Win=817152 Len=0 TSval=3088723667 TSecr=2232324","35613","80"
"4841","1594609577.511429202","192.168.56.105","192.168.56.104","HTTP","480","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4842","1594609577.523656997","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1443846 Ack=105101 Win=185856 Len=1091 TSval=2232329 TSecr=3088723670 [TCP segment of a reassembled PDU]","80","35613"
"4843","1594609577.524062325","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4844","1594609577.524226239","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=105101 Ack=1444942 Win=820096 Len=0 TSval=3088723683 TSecr=2232329","35613","80"
"4845","1594609577.528256985","192.168.56.105","192.168.56.104","HTTP","466","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4846","1594609577.532423797","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1444942 Ack=105501 Win=185856 Len=1091 TSval=2232331 TSecr=3088723687 [TCP segment of a reassembled PDU]","80","35613"
"4847","1594609577.532763731","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4848","1594609577.533063165","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=105501 Ack=1446038 Win=822912 Len=0 TSval=3088723692 TSecr=2232331","35613","80"
"4849","1594609577.535625093","192.168.56.105","192.168.56.104","HTTP","470","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4850","1594609577.539666306","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1446038 Ack=105905 Win=185856 Len=1091 TSval=2232333 TSecr=3088723694 [TCP segment of a reassembled PDU]","80","35613"
"4851","1594609577.547769410","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4852","1594609577.547829237","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=105905 Ack=1447134 Win=825856 Len=0 TSval=3088723706 TSecr=2232333","35613","80"
"4853","1594609577.551328147","192.168.56.105","192.168.56.104","HTTP","474","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4854","1594609577.555028901","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1447134 Ack=106313 Win=185856 Len=1091 TSval=2232336 TSecr=3088723710 [TCP segment of a reassembled PDU]","80","35613"
"4855","1594609577.555962519","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4856","1594609577.556020783","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=106313 Ack=1448230 Win=828672 Len=0 TSval=3088723715 TSecr=2232336","35613","80"
"4857","1594609577.558878847","192.168.56.105","192.168.56.104","HTTP","484","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4858","1594609577.562569866","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1448230 Ack=106731 Win=185856 Len=1091 TSval=2232338 TSecr=3088723717 [TCP segment of a reassembled PDU]","80","35613"
"4859","1594609577.562853054","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4860","1594609577.563085355","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=106731 Ack=1449326 Win=831616 Len=0 TSval=3088723722 TSecr=2232338","35613","80"
"4861","1594609577.567290526","192.168.56.105","192.168.56.104","HTTP","485","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4862","1594609577.571111466","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1449326 Ack=107150 Win=185856 Len=1091 TSval=2232340 TSecr=3088723726 [TCP segment of a reassembled PDU]","80","35613"
"4863","1594609577.575655735","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4864","1594609577.575723882","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=107150 Ack=1450422 Win=834560 Len=0 TSval=3088723734 TSecr=2232340","35613","80"
"4865","1594609577.581693080","192.168.56.105","192.168.56.104","HTTP","486","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4866","1594609577.585217803","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1450422 Ack=107570 Win=185856 Len=1091 TSval=2232344 TSecr=3088723740 [TCP segment of a reassembled PDU]","80","35613"
"4867","1594609577.585491975","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4868","1594609577.585749604","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=107570 Ack=1451518 Win=837376 Len=0 TSval=3088723744 TSecr=2232344","35613","80"
"4869","1594609577.590210251","192.168.56.105","192.168.56.104","HTTP","485","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4870","1594609577.593463517","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1451518 Ack=107989 Win=185856 Len=1091 TSval=2232346 TSecr=3088723749 [TCP segment of a reassembled PDU]","80","35613"
"4871","1594609577.593714652","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4872","1594609577.593977852","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=107989 Ack=1452614 Win=840320 Len=0 TSval=3088723752 TSecr=2232346","35613","80"
"4873","1594609577.601651122","192.168.56.105","192.168.56.104","HTTP","486","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4874","1594609577.605257122","192.168.56.104","192.168.56.105","TCP","1157","80  >  35613 [PSH, ACK] Seq=1452614 Ack=108409 Win=185856 Len=1091 TSval=2232349 TSecr=3088723760 [TCP segment of a reassembled PDU]","80","35613"
"4875","1594609577.605600384","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4876","1594609577.606483008","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=108409 Ack=1453710 Win=843264 Len=0 TSval=3088723765 TSecr=2232349","35613","80"
"4877","1594609577.611575720","192.168.56.105","192.168.56.104","HTTP","458","POST /api/authenticate HTTP/1.1  (application/json)","35613","80"
"4878","1594609577.615935024","192.168.56.104","192.168.56.105","TCP","1220","80  >  35613 [PSH, ACK] Seq=1453710 Ack=108801 Win=185856 Len=1154 TSval=2232352 TSecr=3088723770 [TCP segment of a reassembled PDU]","80","35613"
"4879","1594609577.616246541","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 400 Bad Request  (application/problem+json)","80","35613"
"4880","1594609577.616417442","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=108801 Ack=1454869 Win=846080 Len=0 TSval=3088723775 TSecr=2232352","35613","80"
"4881","1594609577.664592839","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=27025 Ack=2395 Win=38656 Len=1027 TSval=2232364 TSecr=3088723570 [TCP segment of a reassembled PDU]","80","39141"
"4882","1594609577.664971852","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4883","1594609577.665244026","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=2395 Ack=28057 Win=64128 Len=0 TSval=3088723824 TSecr=2232364","39141","80"
"4884","1594609577.668991692","192.168.56.105","192.168.56.104","HTTP","471","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4885","1594609577.669353596","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=28057 Ack=2800 Win=39680 Len=0 TSval=2232365 TSecr=3088723828","80","39141"
"4886","1594609577.784792454","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=28057 Ack=2800 Win=39680 Len=1027 TSval=2232394 TSecr=3088723828 [TCP segment of a reassembled PDU]","80","39141"
"4887","1594609577.785071618","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4888","1594609577.785368048","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=2800 Ack=29089 Win=64128 Len=0 TSval=3088723944 TSecr=2232394","39141","80"
"4889","1594609577.792480389","192.168.56.105","192.168.56.104","HTTP","486","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4890","1594609577.792745066","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=29089 Ack=3220 Win=40832 Len=0 TSval=2232396 TSecr=3088723951","80","39141"
"4891","1594609577.928632315","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=29089 Ack=3220 Win=40832 Len=1027 TSval=2232430 TSecr=3088723951 [TCP segment of a reassembled PDU]","80","39141"
"4892","1594609577.928871114","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4893","1594609577.929050343","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=3220 Ack=30121 Win=64128 Len=0 TSval=3088724088 TSecr=2232430","39141","80"
"4894","1594609577.934977100","192.168.56.105","192.168.56.104","HTTP","470","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4895","1594609577.935203486","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=30121 Ack=3624 Win=41856 Len=0 TSval=2232432 TSecr=3088724093","80","39141"
"4896","1594609578.006656124","192.168.56.105","192.168.56.104","HTTP","325","GET /api/news?page=%27&size=20&sort=id%2Casc&cacheBuster=1594609362848 HTTP/1.1 ","35613","80"
"4897","1594609578.016852651","192.168.56.104","192.168.56.105","TCP","8122","80  >  35613 [PSH, ACK] Seq=1454869 Ack=109060 Win=185856 Len=8056 TSval=2232452 TSecr=3088724165 [TCP segment of a reassembled PDU]","80","35613"
"4898","1594609578.016879827","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109060 Ack=1462925 Win=862208 Len=0 TSval=3088724175 TSecr=2232452","35613","80"
"4899","1594609578.017813542","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","35613"
"4900","1594609578.052796254","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=30121 Ack=3624 Win=41856 Len=1027 TSval=2232461 TSecr=3088724093 [TCP segment of a reassembled PDU]","80","39141"
"4901","1594609578.053129785","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4902","1594609578.053324360","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=3624 Ack=31153 Win=64128 Len=0 TSval=3088724212 TSecr=2232461","39141","80"
"4903","1594609578.058757297","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109060 Ack=1462930 Win=862208 Len=0 TSval=3088724217 TSecr=2232452","35613","80"
"4904","1594609578.059196938","192.168.56.105","192.168.56.104","HTTP","485","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4905","1594609578.059449479","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=31153 Ack=4043 Win=43008 Len=0 TSval=2232463 TSecr=3088724218","80","39141"
"4906","1594609578.107488409","192.168.56.105","192.168.56.104","HTTP","326","GET /api/news?page=0%27&size=20&sort=id%2Casc&cacheBuster=1594609362848 HTTP/1.1 ","35613","80"
"4907","1594609578.116988435","192.168.56.104","192.168.56.105","TCP","5858","80  >  35613 [ACK] Seq=1462930 Ack=109320 Win=185856 Len=5792 TSval=2232477 TSecr=3088724266 [TCP segment of a reassembled PDU]","80","35613"
"4908","1594609578.117003456","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109320 Ack=1468722 Win=873856 Len=0 TSval=3088724276 TSecr=2232477","35613","80"
"4909","1594609578.117107888","192.168.56.104","192.168.56.105","TCP","2330","80  >  35613 [PSH, ACK] Seq=1468722 Ack=109320 Win=185856 Len=2264 TSval=2232477 TSecr=3088724266 [TCP segment of a reassembled PDU]","80","35613"
"4910","1594609578.117114038","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109320 Ack=1470986 Win=878336 Len=0 TSval=3088724276 TSecr=2232477","35613","80"
"4911","1594609578.117386846","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","35613"
"4912","1594609578.117393946","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109320 Ack=1470991 Win=878336 Len=0 TSval=3088724276 TSecr=2232477","35613","80"
"4913","1594609578.185959838","192.168.56.105","192.168.56.104","HTTP","325","GET /api/news?page=%22&size=20&sort=id%2Casc&cacheBuster=1594609362848 HTTP/1.1 ","35613","80"
"4914","1594609578.186339213","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=31153 Ack=4043 Win=43008 Len=1027 TSval=2232494 TSecr=3088724218 [TCP segment of a reassembled PDU]","80","39141"
"4915","1594609578.186802419","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4916","1594609578.186970546","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=4043 Ack=32185 Win=64128 Len=0 TSval=3088724345 TSecr=2232494","39141","80"
"4917","1594609578.192526025","192.168.56.104","192.168.56.105","TCP","8122","80  >  35613 [PSH, ACK] Seq=1470991 Ack=109579 Win=185856 Len=8056 TSval=2232496 TSecr=3088724344 [TCP segment of a reassembled PDU]","80","35613"
"4918","1594609578.192551210","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109579 Ack=1479047 Win=894464 Len=0 TSval=3088724351 TSecr=2232496","35613","80"
"4919","1594609578.192832217","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","35613"
"4920","1594609578.192837992","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109579 Ack=1479052 Win=894464 Len=0 TSval=3088724351 TSecr=2232496","35613","80"
"4921","1594609578.196110244","192.168.56.105","192.168.56.104","HTTP","470","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4922","1594609578.196274244","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=32185 Ack=4447 Win=44032 Len=0 TSval=2232497 TSecr=3088724355","80","39141"
"4923","1594609578.302791071","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=32185 Ack=4447 Win=44032 Len=1027 TSval=2232523 TSecr=3088724355 [TCP segment of a reassembled PDU]","80","39141"
"4924","1594609578.303124876","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4925","1594609578.303511713","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=4447 Ack=33217 Win=64128 Len=0 TSval=3088724462 TSecr=2232523","39141","80"
"4926","1594609578.306042150","192.168.56.105","192.168.56.104","HTTP","485","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4927","1594609578.306413633","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=33217 Ack=4866 Win=45056 Len=0 TSval=2232524 TSecr=3088724465","80","39141"
"4928","1594609578.331951151","192.168.56.105","192.168.56.104","HTTP","326","GET /api/news?page=0%22&size=20&sort=id%2Casc&cacheBuster=1594609362848 HTTP/1.1 ","35613","80"
"4929","1594609578.335689914","192.168.56.104","192.168.56.105","TCP","8122","80  >  35613 [PSH, ACK] Seq=1479052 Ack=109839 Win=185856 Len=8056 TSval=2232532 TSecr=3088724490 [TCP segment of a reassembled PDU]","80","35613"
"4930","1594609578.335730143","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109839 Ack=1487108 Win=910592 Len=0 TSval=3088724494 TSecr=2232532","35613","80"
"4931","1594609578.336066765","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","35613"
"4932","1594609578.336075937","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=109839 Ack=1487113 Win=910592 Len=0 TSval=3088724495 TSecr=2232532","35613","80"
"4933","1594609578.400217390","192.168.56.105","192.168.56.104","HTTP","325","GET /api/news?page=%3B&size=20&sort=id%2Casc&cacheBuster=1594609362848 HTTP/1.1 ","35613","80"
"4934","1594609578.404461472","192.168.56.104","192.168.56.105","TCP","8122","80  >  35613 [PSH, ACK] Seq=1487113 Ack=110098 Win=185856 Len=8056 TSval=2232549 TSecr=3088724559 [TCP segment of a reassembled PDU]","80","35613"
"4935","1594609578.404482292","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=110098 Ack=1495169 Win=926720 Len=0 TSval=3088724563 TSecr=2232549","35613","80"
"4936","1594609578.404757752","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","35613"
"4937","1594609578.404764121","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=110098 Ack=1495174 Win=926720 Len=0 TSval=3088724563 TSecr=2232549","35613","80"
"4938","1594609578.428487099","192.168.56.104","192.168.56.105","TCP","1093","80  >  39141 [PSH, ACK] Seq=33217 Ack=4866 Win=45056 Len=1027 TSval=2232555 TSecr=3088724465 [TCP segment of a reassembled PDU]","80","39141"
"4939","1594609578.428828362","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 401 Unauthorized  (application/problem+json)","80","39141"
"4940","1594609578.429022421","192.168.56.105","192.168.56.104","TCP","66","39141  >  80 [ACK] Seq=4866 Ack=34249 Win=64128 Len=0 TSval=3088724588 TSecr=2232555","39141","80"
"4941","1594609578.432678580","192.168.56.105","192.168.56.104","HTTP","484","POST /api/authenticate HTTP/1.1  (application/json)","39141","80"
"4942","1594609578.432947394","192.168.56.104","192.168.56.105","TCP","66","80  >  39141 [ACK] Seq=34249 Ack=5284 Win=46208 Len=0 TSval=2232556 TSecr=3088724591","80","39141"
"4943","1594609578.464834369","192.168.56.105","192.168.56.104","HTTP","326","GET /api/news?page=0%3B&size=20&sort=id%2Casc&cacheBuster=1594609362848 HTTP/1.1 ","35613","80"
"4944","1594609578.472471209","192.168.56.104","192.168.56.105","TCP","8122","80  >  35613 [PSH, ACK] Seq=1495174 Ack=110358 Win=185856 Len=8056 TSval=2232566 TSecr=3088724623 [TCP segment of a reassembled PDU]","80","35613"
"4945","1594609578.472494013","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=110358 Ack=1503230 Win=942720 Len=0 TSval=3088724631 TSecr=2232566","35613","80"
"4946","1594609578.472883680","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","35613"
"4947","1594609578.472894550","192.168.56.105","192.168.56.104","TCP","66","35613  >  80 [ACK] Seq=110358 Ack=1503235 Win=942720 Len=0 TSval=3088724631 TSecr=2232566","35613","80"
"4948","1594609578.542664253","192.168.56.104","192.168.56.105","TCP","1296","80  >  39141 [PSH, ACK] Seq=34249 Ack=5284 Win=46208 Len=1230 TSval=2232583 TSecr=3088724591 [TCP segment of a reassembled PDU]","80","39141"
"4949","1594609578.542947071","192.168.56.104","192.168.56.105","HTTP","71","HTTP/1.1 200 OK  (application/json)","80","39141"
